Time[s], Channel 1
1.4019535, 1
1.40196675, 0
1.4019799375, 1
1.4019931875, 0
1.4020063125, 1
1.402019625, 0
1.40203275, 1
1.402046, 0
1.402059125, 1
1.4020724375, 0
1.4020855625, 1
1.4020988125, 0
1.402112, 1
1.40212525, 0
1.402138375, 1
1.4021516875, 0
1.4021648125, 1
1.4021780625, 0
1.4021911875, 1
1.4022045, 0
1.402217625, 1
1.402230875, 0
1.402244, 1
1.4022573125, 0
1.4022704375, 1
1.4022836875, 0
1.4022968125, 1
1.402310125, 0
1.40232325, 1
1.4023365, 0
1.4023496875, 1
1.4023629375, 0
1.4023760625, 1
1.402389375, 0
1.4024025, 1
1.40241575, 0
1.402428875, 1
1.4024421875, 0
1.4028856875, 1
1.402899, 0
1.402912125, 1
1.402925375, 0
1.4029385, 1
1.4029518125, 0
1.4029649375, 1
1.4029781875, 0
1.4029913125, 1
1.403004625, 0
1.40301775, 1
1.403031, 0
1.403044125, 1
1.4030574375, 0
1.4030705625, 1
1.4030838125, 0
1.4030969375, 1
1.40311025, 0
1.403123375, 1
1.403136625, 0
1.4031498125, 1
1.4031630625, 0
1.4031761875, 1
1.4031895, 0
1.403202625, 1
1.403215875, 0
1.403229, 1
1.4032423125, 0
1.4032554375, 1
1.4032686875, 0
1.4032818125, 1
1.403295125, 0
1.40330825, 1
1.4033215, 0
1.403334625, 1
1.4033479375, 0
1.4033610625, 1
1.4033743125, 0
1.4033874375, 1
1.40340075, 0
1.403413875, 1
1.403427125, 0
1.40344025, 1
1.4034535625, 0
1.4034666875, 1
1.4034799375, 0
1.4034930625, 1
1.403506375, 0
1.4035195, 1
1.40353275, 0
1.403545875, 1
1.4035591875, 0
1.4035723125, 1
1.4035855625, 0
1.4035986875, 1
1.403612, 0
1.403625125, 1
1.4036384375, 0
1.4036515625, 1
1.4036648125, 0
1.4036779375, 1
1.40369125, 0
1.403704375, 1
1.403717625, 0
1.40373075, 1
1.4037440625, 0
1.4037571875, 1
1.4037704375, 0
1.4037835625, 1
1.403796875, 0
1.40381, 1
1.4038233125, 0
1.4038364375, 1
1.4038496875, 0
1.4038628125, 1
1.403876125, 0
1.40388925, 1
1.4039025, 0
1.4039156875, 1
1.4039289375, 0
1.4039420625, 1
1.403955375, 0
1.4039685, 1
1.40398175, 0
1.403994875, 1
1.4040081875, 0
1.4040213125, 1
1.4040345625, 0
1.40404775, 1
1.404061, 0
1.404074125, 1
1.4040874375, 0
1.4041005625, 1
1.4041138125, 0
1.4041269375, 1
1.40414025, 0
1.404583875, 1
1.404597125, 0
1.4046103125, 1
1.4046235625, 0
1.4046366875, 1
1.40465, 0
1.404663125, 1
1.404676375, 0
1.4046895, 1
1.4047028125, 0
1.4047159375, 1
1.40472925, 0
1.404742375, 1
1.404755625, 0
1.40476875, 1
1.4047820625, 0
1.4047951875, 1
1.4048084375, 0
1.4048215625, 1
1.404834875, 0
1.404848, 1
1.40486125, 0
1.4048744375, 1
1.4048876875, 0
1.4049008125, 1
1.404914125, 0
1.40492725, 1
1.4049405, 0
1.4049536875, 1
1.4049669375, 0
1.4049800625, 1
1.404993375, 0
1.40628575, 1
1.406299, 0
1.406312125, 1
1.4063254375, 0
1.4063385625, 1
1.4063518125, 0
1.4063649375, 1
1.40637825, 0
1.406391375, 1
1.406404625, 0
1.40641775, 1
1.4064310625, 0
1.4064441875, 1
1.4064574375, 0
1.4064705625, 1
1.406483875, 0
1.406497, 1
1.4065103125, 0
1.4065234375, 1
1.4065366875, 0
1.4065498125, 1
1.406563125, 0
1.40657625, 1
1.4065895, 0
1.406602625, 1
1.4066159375, 0
1.4066290625, 1
1.4066423125, 0
1.4066554375, 1
1.40666875, 0
1.406681875, 1
1.406695125, 0
1.40670825, 1
1.4067215625, 0
1.4067346875, 1
1.406748, 0
1.406761125, 1
1.406774375, 0
1.4067875, 1
1.4068008125, 0
1.4068139375, 1
1.4068271875, 0
1.4068403125, 1
1.406853625, 0
1.40686675, 1
1.4068800625, 0
1.4068931875, 1
1.4069064375, 0
1.4069195625, 1
1.406932875, 0
1.406946, 1
1.40695925, 0
1.4069724375, 1
1.4069856875, 0
1.4069988125, 1
1.407012125, 0
1.40702525, 1
1.4070385, 0
1.407051625, 1
1.4070649375, 0
1.4070780625, 1
1.4070913125, 0
1.4071044375, 1
1.40711775, 0
1.407130875, 1
1.407144125, 0
1.40715725, 1
1.4071705625, 0
1.4071836875, 1
1.407197, 0
1.407210125, 1
1.407223375, 0
1.4072365, 1
1.4072498125, 0
1.4072629375, 1
1.4072761875, 0
1.4072893125, 1
1.407302625, 0
1.40731575, 1
1.407329, 0
1.4073421875, 1
1.4073554375, 0
1.4073685625, 1
1.407381875, 0
1.407395, 1
1.40740825, 0
1.407421375, 1
1.4074346875, 0
1.4074478125, 1
1.4074610625, 0
1.4074741875, 1
1.4074875, 0
1.407500625, 1
1.407513875, 0
1.4075270625, 1
1.4075403125, 0
1.4079869375, 1
1.40800025, 0
1.408013375, 1
1.408026625, 0
1.40803975, 1
1.4080530625, 0
1.4080661875, 1
1.4080794375, 0
1.408092625, 1
1.408105875, 0
1.408119, 1
1.4081323125, 0
1.4081454375, 1
1.4081586875, 0
1.4081718125, 1
1.408185125, 0
1.40819825, 1
1.4082115625, 0
1.4082246875, 1
1.4082379375, 0
1.4082510625, 1
1.408264375, 0
1.4082775, 1
1.40829075, 0
1.4083039375, 1
1.4083171875, 0
1.4083303125, 1
1.4083435625, 0
1.40835675, 1
1.40837, 0
1.408383125, 1
1.4083964375, 0
1.4084095625, 1
1.4084228125, 0
1.408436, 1
1.40844925, 0
1.408462375, 1
1.4084756875, 0
1.4084888125, 1
1.4085020625, 0
1.4085151875, 1
1.4085285, 0
1.408541625, 1
1.408554875, 0
1.408568, 1
1.4085813125, 0
1.4085944375, 1
1.4086076875, 0
1.408620875, 1
1.408634125, 0
1.40864725, 1
1.4086605625, 0
1.4086736875, 1
1.4086869375, 0
1.4087000625, 1
1.408713375, 0
1.4087265, 1
1.40873975, 0
1.408752875, 1
1.4087661875, 0
1.4087793125, 1
1.4087925625, 0
1.40880575, 1
1.408819, 0
1.408832125, 1
1.4088454375, 0
1.4088585625, 1
1.4088718125, 0
1.4088849375, 1
1.40889825, 0
1.408911375, 1
1.408924625, 0
1.40893775, 1
1.4089510625, 0
1.4089641875, 1
1.4089774375, 0
1.408990625, 1
1.409003875, 0
1.409017, 1
1.4090303125, 0
1.4090434375, 1
1.4090566875, 0
1.4090698125, 1
1.409083125, 0
1.40909625, 1
1.4091095, 0
1.409122625, 1
1.4091359375, 0
1.4091490625, 1
1.4091623125, 0
1.4091754375, 1
1.40918875, 0
1.409201875, 1
1.409215125, 0
1.4092283125, 1
1.4092415625, 0
1.40969625, 1
1.4097095625, 0
1.4097226875, 1
1.4097359375, 0
1.409749125, 1
1.409762375, 0
1.4097755, 1
1.4097888125, 0
1.4098019375, 1
1.4098151875, 0
1.4098283125, 1
1.409841625, 0
1.40985475, 1
1.4098680625, 0
1.4098811875, 1
1.4098944375, 0
1.4099075625, 1
1.409920875, 0
1.409934, 1
1.40994725, 0
1.4099604375, 1
1.4099736875, 0
1.4099868125, 1
1.410000125, 0
1.41001325, 1
1.4100265625, 0
1.4100396875, 1
1.4100529375, 0
1.4100660625, 1
1.410079375, 0
1.4100925, 1
1.4101058125, 0
1.41140725, 1
1.4114205, 0
1.4114336875, 1
1.4114469375, 0
1.4114600625, 1
1.411473375, 0
1.4114865, 1
1.41149975, 0
1.411512875, 1
1.4115261875, 0
1.4115393125, 1
1.4115525625, 0
1.41156575, 1
1.411579, 0
1.411592125, 1
1.4116054375, 0
1.4116185625, 1
1.4116318125, 0
1.4116449375, 1
1.41165825, 0
1.411671375, 1
1.4116846875, 0
1.4116978125, 1
1.4117110625, 0
1.41172425, 1
1.4117375, 0
1.411750625, 1
1.4117639375, 0
1.4117770625, 1
1.4117903125, 0
1.4118035, 1
1.41181675, 0
1.4131183125, 1
1.4131315625, 0
1.4131446875, 1
1.413158, 0
1.413171125, 1
1.413184375, 0
1.4131975625, 1
1.4132108125, 0
1.4132239375, 1
1.41323725, 0
1.413250375, 1
1.413263625, 0
1.41327675, 1
1.4132900625, 0
1.4133031875, 1
1.4133164375, 0
1.4133295625, 1
1.413342875, 0
1.413356, 1
1.41336925, 0
1.4133824375, 1
1.4133956875, 0
1.4134088125, 1
1.413422125, 0
1.41343525, 1
1.4134485, 0
1.413461625, 1
1.4134749375, 0
1.4134880625, 1
1.413501375, 0
1.4135145, 1
1.41352775, 0
1.41482925, 1
1.4148425, 0
1.414855625, 1
1.4148689375, 0
1.4148820625, 1
1.4148953125, 0
1.4149085, 1
1.41492175, 0
1.414934875, 1
1.4149481875, 0
1.4149613125, 1
1.4149745625, 0
1.4149876875, 1
1.415001, 0
1.415014125, 1
1.415027375, 0
1.4150405, 1
1.4150538125, 0
1.4150669375, 1
1.4150801875, 0
1.4150933125, 1
1.415106625, 0
1.41511975, 1
1.415133, 0
1.4151461875, 1
1.4151594375, 0
1.4151725625, 1
1.415185875, 0
1.415199, 1
1.41521225, 0
1.4152254375, 1
1.4152386875, 0
1.416540125, 1
1.4165534375, 0
1.4165665625, 1
1.4165798125, 0
1.4165929375, 1
1.41660625, 0
1.416619375, 1
1.416632625, 0
1.4166458125, 1
1.4166590625, 0
1.4166721875, 1
1.4166855, 0
1.416698625, 1
1.416711875, 0
1.416725, 1
1.4167383125, 0
1.4167514375, 1
1.4167646875, 0
1.416777875, 1
1.416791125, 0
1.41680425, 1
1.4168175625, 0
1.4168306875, 1
1.4168439375, 0
1.4168570625, 1
1.416870375, 0
1.4168835, 1
1.41689675, 0
1.4169099375, 1
1.4169231875, 0
1.4169363125, 1
1.416949625, 0
1.4182509375, 1
1.41826425, 0
1.418277375, 1
1.418290625, 0
1.41830375, 1
1.4183170625, 0
1.4183301875, 1
1.4183434375, 0
1.4183565625, 1
1.418369875, 0
1.418383, 1
1.41839625, 0
1.418409375, 1
1.4184226875, 0
1.4184358125, 1
1.4184490625, 0
1.41846225, 1
1.4184755, 0
1.418488625, 1
1.4185019375, 0
1.4185150625, 1
1.4185283125, 0
1.4185414375, 1
1.41855475, 0
1.418567875, 1
1.418581125, 0
1.4185943125, 1
1.4186075625, 0
1.4186206875, 1
1.418634, 0
1.418647125, 1
1.418660375, 0
1.4199596875, 1
1.419973, 0
1.419986125, 1
1.419999375, 0
1.4200125, 1
1.4200258125, 0
1.4200389375, 1
1.4200521875, 0
1.4200653125, 1
1.4200785625, 0
1.42009175, 1
1.420105, 0
1.420118125, 1
1.420131375, 0
1.4201445, 1
1.4201578125, 0
1.4201709375, 1
1.4201841875, 0
1.4201973125, 1
1.420210625, 0
1.42022375, 1
1.420237, 0
1.420250125, 1
1.4202634375, 0
1.4202765625, 1
1.4202898125, 0
1.4203029375, 1
1.42031625, 0
1.420329375, 1
1.420342625, 0
1.42035575, 1
1.4203690625, 0
1.4203821875, 1
1.4203954375, 0
1.4204085625, 1
1.420421875, 0
1.420435, 1
1.42044825, 0
1.420461375, 1
1.4204746875, 0
1.4204878125, 1
1.4205010625, 0
1.4205141875, 1
1.4205275, 0
1.420540625, 1
1.420553875, 0
1.420567, 1
1.4205803125, 0
1.4205934375, 1
1.4206066875, 0
1.4206198125, 1
1.420633125, 0
1.42064625, 1
1.4206595625, 0
1.4206726875, 1
1.4206859375, 0
1.4206990625, 1
1.420712375, 0
1.4207255, 1
1.42073875, 0
1.420751875, 1
1.4207651875, 0
1.4207783125, 1
1.4207915625, 0
1.4208046875, 1
1.420818, 0
1.420831125, 1
1.420844375, 0
1.4208575625, 1
1.4208708125, 0
1.4208839375, 1
1.42089725, 0
1.420910375, 1
1.420923625, 0
1.42093675, 1
1.4209500625, 0
1.4209631875, 1
1.4209764375, 0
1.4209895625, 1
1.421002875, 0
1.421016, 1
1.42102925, 0
1.4210424375, 1
1.4210556875, 0
1.4210688125, 1
1.421082125, 0
1.42109525, 1
1.4211085, 0
1.421121625, 1
1.4211349375, 0
1.4211480625, 1
1.4211613125, 0
1.4211744375, 1
1.42118775, 0
1.421200875, 1
1.421214125, 0
1.4283833125, 1
1.428396625, 0
1.42840975, 1
1.428423, 0
1.428436125, 1
1.4284494375, 0
1.4284625625, 1
1.4284758125, 0
1.4284889375, 1
1.42850225, 0
1.428515375, 1
1.428528625, 0
1.42854175, 1
1.4285550625, 0
1.4285681875, 1
1.4285814375, 0
1.4285945625, 1
1.428607875, 0
1.428621, 1
1.42863425, 0
1.428647375, 1
1.4286606875, 0
1.4286738125, 1
1.4286870625, 0
1.4287001875, 1
1.4287135, 0
1.428726625, 1
1.428739875, 0
1.428753, 1
1.4287663125, 0
1.4287794375, 1
1.4287926875, 0
1.4288058125, 1
1.428819125, 0
1.42883225, 1
1.4288455, 0
1.4288586875, 1
1.4288719375, 0
1.4288850625, 1
1.428898375, 0
1.4289115, 1
1.42892475, 0
1.428937875, 1
1.4289511875, 0
1.4289643125, 1
1.4289775625, 0
1.4289906875, 1
1.429004, 0
1.429017125, 1
1.429030375, 0
1.4290435, 1
1.4290568125, 0
1.4290699375, 1
1.4290831875, 0
1.4290963125, 1
1.429109625, 0
1.42912275, 1
1.429136, 0
1.4291491875, 1
1.4291624375, 0
1.4291755625, 1
1.429188875, 0
1.429202, 1
1.42921525, 0
1.429228375, 1
1.4292416875, 0
1.4292548125, 1
1.4292680625, 0
1.4292811875, 1
1.4292945, 0
1.429307625, 1
1.429320875, 0
1.4293340625, 1
1.4293473125, 0
1.4293604375, 1
1.42937375, 0
1.429386875, 1
1.429400125, 0
1.42941325, 1
1.4294265625, 0
1.4294396875, 1
1.4294529375, 0
1.4294660625, 1
1.429479375, 0
1.4294925, 1
1.42950575, 0
1.4295189375, 1
1.4295321875, 0
1.4295453125, 1
1.429558625, 0
1.42957175, 1
1.429585, 0
1.429598125, 1
1.4296114375, 0
1.4296245625, 1
1.4296378125, 0
1.430081375, 1
1.430094625, 0
1.43010775, 1
1.4301210625, 0
1.4301341875, 1
1.4301474375, 0
1.4301605625, 1
1.430173875, 0
1.430187, 1
1.43020025, 0
1.430213375, 1
1.4302266875, 0
1.4302398125, 1
1.4302530625, 0
1.4302661875, 1
1.4302795, 0
1.430292625, 1
1.430305875, 0
1.430319, 1
1.43033225, 0
1.4303454375, 1
1.4303586875, 0
1.4303718125, 1
1.4303850625, 0
1.4303981875, 1
1.4304115, 0
1.430424625, 1
1.430437875, 0
1.430451, 1
1.4304643125, 0
1.4304774375, 1
1.4304906875, 0
1.4305038125, 1
1.430517125, 0
1.43053025, 1
1.4305435, 0
1.430556625, 1
1.4305699375, 0
1.4305830625, 1
1.4305963125, 0
1.4306094375, 1
1.43062275, 0
1.430635875, 1
1.430649125, 0
1.43066225, 1
1.4306755625, 0
1.4306886875, 1
1.4307019375, 0
1.4307150625, 1
1.430728375, 0
1.4307415, 1
1.43075475, 0
1.4307679375, 1
1.4307811875, 0
1.4307943125, 1
1.430807625, 0
1.43082075, 1
1.430834, 0
1.430847125, 1
1.430860375, 0
1.4308735625, 1
1.4308868125, 0
1.4308999375, 1
1.4309131875, 0
1.4309263125, 1
1.430939625, 0
1.43095275, 1
1.430966, 0
1.430979125, 1
1.4309924375, 0
1.4310055625, 1
1.4310188125, 0
1.4310319375, 1
1.43104525, 0
1.431058375, 1
1.431071625, 0
1.43108475, 1
1.4310980625, 0
1.4311111875, 1
1.4311244375, 0
1.4311375625, 1
1.431150875, 0
1.431164, 1
1.43117725, 0
1.431190375, 1
1.4312036875, 0
1.4312168125, 1
1.4312300625, 0
1.4312431875, 1
1.4312565, 0
1.431269625, 1
1.431282875, 0
1.431296, 1
1.4313093125, 0
1.4313224375, 1
1.4313356875, 0
1.431779125, 1
1.4317924375, 0
1.4318055625, 1
1.4318188125, 0
1.4318319375, 1
1.43184525, 0
1.431858375, 1
1.431871625, 0
1.43188475, 1
1.4318980625, 0
1.4319111875, 1
1.4319244375, 0
1.4319375625, 1
1.431950875, 0
1.431964, 1
1.43197725, 0
1.431990375, 1
1.432003625, 0
1.4320168125, 1
1.4320300625, 0
1.4320431875, 1
1.4320564375, 0
1.4320695625, 1
1.432082875, 0
1.432096, 1
1.43210925, 0
1.4321224375, 1
1.4321356875, 0
1.4321488125, 1
1.432162125, 0
1.43217525, 1
1.4321885, 0
1.43348075, 1
1.433494, 0
1.433507125, 1
1.4335204375, 0
1.4335335625, 1
1.4335468125, 0
1.4335599375, 1
1.43357325, 0
1.433586375, 1
1.433599625, 0
1.43361275, 1
1.4336260625, 0
1.4336391875, 1
1.4336525, 0
1.433665625, 1
1.433678875, 0
1.433692, 1
1.4337053125, 0
1.4337184375, 1
1.4337316875, 0
1.4337448125, 1
1.433758125, 0
1.43377125, 1
1.4337845, 0
1.433797625, 1
1.4338109375, 0
1.4338240625, 1
1.4338373125, 0
1.4338504375, 1
1.43386375, 0
1.433876875, 1
1.433890125, 0
1.43390325, 1
1.4339165, 0
1.4339296875, 1
1.4339429375, 0
1.4339560625, 1
1.433969375, 0
1.4339825, 1
1.43399575, 0
1.434008875, 1
1.4340221875, 0
1.4340353125, 1
1.4340485625, 0
1.4340616875, 1
1.434075, 0
1.434088125, 1
1.434101375, 0
1.4341145, 1
1.4341278125, 0
1.4341409375, 1
1.4341541875, 0
1.434167375, 1
1.434180625, 0
1.43419375, 1
1.4342070625, 0
1.4342201875, 1
1.4342334375, 0
1.4342465625, 1
1.434259875, 0
1.434273, 1
1.43428625, 0
1.434299375, 1
1.4343126875, 0
1.4343258125, 1
1.4343390625, 0
1.4343521875, 1
1.4343655, 0
1.434378625, 1
1.434391875, 0
1.434405, 1
1.4344183125, 0
1.4344314375, 1
1.4344446875, 0
1.434457875, 1
1.434471125, 0
1.43448425, 1
1.4344975625, 0
1.4345106875, 1
1.4345239375, 0
1.4345370625, 1
1.434550375, 0
1.4345635, 1
1.43457675, 0
1.434589875, 1
1.4346031875, 0
1.4346163125, 1
1.4346295625, 0
1.43464275, 1
1.434656, 0
1.434669125, 1
1.4346824375, 0
1.4346955625, 1
1.4347088125, 0
1.4347219375, 1
1.43473525, 0
1.435181875, 1
1.435195125, 0
1.43520825, 1
1.4352215625, 0
1.4352346875, 1
1.4352479375, 0
1.4352610625, 1
1.435274375, 0
1.4352875, 1
1.43530075, 0
1.4353139375, 1
1.4353271875, 0
1.4353403125, 1
1.4353535625, 0
1.4353666875, 1
1.43538, 0
1.435393125, 1
1.435406375, 0
1.4354195625, 1
1.4354328125, 0
1.4354459375, 1
1.43545925, 0
1.435472375, 1
1.435485625, 0
1.43549875, 1
1.4355120625, 0
1.4355251875, 1
1.4355384375, 0
1.4355515625, 1
1.435564875, 0
1.435578, 1
1.4355913125, 0
1.4356044375, 1
1.4356176875, 0
1.4356308125, 1
1.435644125, 0
1.43565725, 1
1.4356705, 0
1.435683625, 1
1.4356969375, 0
1.4357100625, 1
1.4357233125, 0
1.4357365, 1
1.43574975, 0
1.435762875, 1
1.4357761875, 0
1.4357893125, 1
1.4358025625, 0
1.4358156875, 1
1.435829, 0
1.435842125, 1
1.435855375, 0
1.4358685625, 1
1.4358818125, 0
1.4358949375, 1
1.43590825, 0
1.435921375, 1
1.435934625, 0
1.4359478125, 1
1.4359610625, 0
1.4359741875, 1
1.4359875, 0
1.436000625, 1
1.436013875, 0
1.436027, 1
1.4360403125, 0
1.4360534375, 1
1.4360666875, 0
1.4360798125, 1
1.436093125, 0
1.43610625, 1
1.4361195, 0
1.436132625, 1
1.4361459375, 0
1.4361590625, 1
1.4361723125, 0
1.4361854375, 1
1.43619875, 0
1.436211875, 1
1.4362251875, 0
1.4362383125, 1
1.4362515625, 0
1.4362646875, 1
1.436278, 0
1.436291125, 1
1.436304375, 0
1.4363175, 1
1.4363308125, 0
1.4363439375, 1
1.4363571875, 0
1.4363703125, 1
1.436383625, 0
1.43639675, 1
1.43641, 0
1.4364231875, 1
1.4364364375, 0
1.436891125, 1
1.4369044375, 0
1.4369175625, 1
1.4369308125, 0
1.4369439375, 1
1.43695725, 0
1.436970375, 1
1.4369836875, 0
1.4369968125, 1
1.4370100625, 0
1.4370231875, 1
1.4370365, 0
1.437049625, 1
1.437062875, 0
1.437076, 1
1.4370893125, 0
1.4371024375, 1
1.43711575, 0
1.437128875, 1
1.437142125, 0
1.43715525, 1
1.4371685625, 0
1.4371816875, 1
1.4371949375, 0
1.4372080625, 1
1.437221375, 0
1.4372345, 1
1.43724775, 0
1.4372609375, 1
1.4372741875, 0
1.4372873125, 1
1.437300625, 0
1.438602, 1
1.43861525, 0
1.4386284375, 1
1.4386416875, 0
1.4386548125, 1
1.438668125, 0
1.43868125, 1
1.4386945, 0
1.438707625, 1
1.4387209375, 0
1.4387340625, 1
1.4387473125, 0
1.4387604375, 1
1.43877375, 0
1.438786875, 1
1.438800125, 0
1.43881325, 1
1.4388265625, 0
1.4388396875, 1
1.4388529375, 0
1.438866125, 1
1.438879375, 0
1.4388925, 1
1.43890575, 0
1.4389189375, 1
1.4389321875, 0
1.4389453125, 1
1.438958625, 0
1.43897175, 1
1.438985, 0
1.438998125, 1
1.4390114375, 0
1.4403125, 1
1.4403258125, 0
1.4403389375, 1
1.4403521875, 0
1.4403653125, 1
1.440378625, 0
1.44039175, 1
1.440405, 0
1.440418125, 1
1.4404314375, 0
1.4404445625, 1
1.4404578125, 0
1.4404709375, 1
1.44048425, 0
1.440497375, 1
1.440510625, 0
1.44052375, 1
1.4405370625, 0
1.4405501875, 1
1.4405634375, 0
1.4405765625, 1
1.440589875, 0
1.440603, 1
1.44061625, 0
1.440629375, 1
1.4406426875, 0
1.4406558125, 1
1.4406690625, 0
1.4406821875, 1
1.4406955, 0
1.440708625, 1
1.440721875, 0
1.4420231875, 1
1.4420364375, 0
1.4420495625, 1
1.442062875, 0
1.442076, 1
1.44208925, 0
1.442102375, 1
1.4421156875, 0
1.4421288125, 1
1.4421420625, 0
1.44215525, 1
1.4421685, 0
1.442181625, 1
1.442194875, 0
1.4422080625, 1
1.4422213125, 0
1.4422344375, 1
1.44224775, 0
1.442260875, 1
1.442274125, 0
1.44228725, 1
1.4423005625, 0
1.4423136875, 1
1.4423269375, 0
1.4423400625, 1
1.442353375, 0
1.4423665, 1
1.44237975, 0
1.4423929375, 1
1.4424061875, 0
1.4424193125, 1
1.442432625, 0
1.4437339375, 1
1.4437471875, 0
1.4437603125, 1
1.443773625, 0
1.44378675, 1
1.4438, 0
1.4438131875, 1
1.4438264375, 0
1.4438395625, 1
1.443852875, 0
1.443866, 1
1.44387925, 0
1.443892375, 1
1.4439056875, 0
1.4439188125, 1
1.4439320625, 0
1.4439451875, 1
1.4439585, 0
1.443971625, 1
1.4439849375, 0
1.4439980625, 1
1.4440113125, 0
1.4440244375, 1
1.44403775, 0
1.444050875, 1
1.444064125, 0
1.44407725, 1
1.4440905625, 0
1.4441036875, 1
1.444117, 0
1.444130125, 1
1.444143375, 0
1.4454446875, 1
1.4454579375, 0
1.4454710625, 1
1.445484375, 0
1.4454975, 1
1.44551075, 0
1.4455239375, 1
1.4455371875, 0
1.4455503125, 1
1.445563625, 0
1.44557675, 1
1.44559, 0
1.445603125, 1
1.4456164375, 0
1.4456295625, 1
1.4456428125, 0
1.4456559375, 1
1.44566925, 0
1.445682375, 1
1.445695625, 0
1.44570875, 1
1.4457220625, 0
1.4457351875, 1
1.4457484375, 0
1.445761625, 1
1.445774875, 0
1.445788, 1
1.4458013125, 0
1.4458144375, 1
1.4458276875, 0
1.4458408125, 1
1.445854125, 0
1.447153375, 1
1.4471666875, 0
1.4471798125, 1
1.4471930625, 0
1.4472061875, 1
1.4472195, 0
1.447232625, 1
1.447245875, 0
1.447259, 1
1.4472723125, 0
1.4472854375, 1
1.4472986875, 0
1.4473118125, 1
1.4473250625, 0
1.44733825, 1
1.4473515, 0
1.447364625, 1
1.447377875, 0
1.4473910625, 1
1.4474043125, 0
1.4474174375, 1
1.44743075, 0
1.447443875, 1
1.447457125, 0
1.44747025, 1
1.4474835625, 0
1.4474966875, 1
1.4475099375, 0
1.4475230625, 1
1.447536375, 0
1.4475495, 1
1.44756275, 0
1.4475759375, 1
1.4475891875, 0
1.4476023125, 1
1.447615625, 0
1.44762875, 1
1.447642, 0
1.447655125, 1
1.4476684375, 0
1.4476815625, 1
1.4476948125, 0
1.4477079375, 1
1.44772125, 0
1.447734375, 1
1.447747625, 0
1.44776075, 1
1.4477740625, 0
1.4477871875, 1
1.4478004375, 0
1.447813625, 1
1.447826875, 0
1.44784, 1
1.4478533125, 0
1.4478664375, 1
1.4478796875, 0
1.4478928125, 1
1.447906125, 0
1.44791925, 1
1.4479325, 0
1.447945625, 1
1.4479589375, 0
1.4479720625, 1
1.4479853125, 0
1.4479984375, 1
1.44801175, 0
1.448024875, 1
1.448038125, 0
1.44805125, 1
1.4480645625, 0
1.4480776875, 1
1.4480909375, 0
1.4481040625, 1
1.448117375, 0
1.4481305, 1
1.44814375, 0
1.448156875, 1
1.4481701875, 0
1.4481833125, 1
1.4481965625, 0
1.4482096875, 1
1.448223, 0
1.448236125, 1
1.448249375, 0
1.4482625, 1
1.4482758125, 0
1.4482889375, 1
1.4483021875, 0
1.448315375, 1
1.448328625, 0
1.44834175, 1
1.4483550625, 0
1.4483681875, 1
1.4483814375, 0
1.4483945625, 1
1.448407875, 0
1.4555635, 1
1.4555768125, 0
1.4555899375, 1
1.4556031875, 0
1.4556163125, 1
1.455629625, 0
1.45564275, 1
1.455656, 0
1.455669125, 1
1.4556824375, 0
1.4556955625, 1
1.4557088125, 0
1.4557219375, 1
1.45573525, 0
1.455748375, 1
1.455761625, 0
1.45577475, 1
1.4557880625, 0
1.4558011875, 1
1.4558144375, 0
1.4558275625, 1
1.455840875, 0
1.455854, 1
1.45586725, 0
1.4558804375, 1
1.4558936875, 0
1.4559068125, 1
1.455920125, 0
1.45593325, 1
1.4559465, 0
1.455959625, 1
1.4559729375, 0
1.4559860625, 1
1.4559993125, 0
1.4560124375, 1
1.45602575, 0
1.456038875, 1
1.456052125, 0
1.45606525, 1
1.4560785625, 0
1.4560916875, 1
1.4561049375, 0
1.4561180625, 1
1.456131375, 0
1.4561445, 1
1.45615775, 0
1.456170875, 1
1.4561841875, 0
1.4561973125, 1
1.4562105625, 0
1.4562236875, 1
1.456237, 0
1.456250125, 1
1.456263375, 0
1.4562765, 1
1.4562898125, 0
1.4563029375, 1
1.4563161875, 0
1.4563293125, 1
1.4563425625, 0
1.45635575, 1
1.456369, 0
1.456382125, 1
1.456395375, 0
1.4564085625, 1
1.4564218125, 0
1.4564349375, 1
1.4564481875, 0
1.4564613125, 1
1.456474625, 0
1.45648775, 1
1.456501, 0
1.4565141875, 1
1.4565274375, 0
1.4565405625, 1
1.456553875, 0
1.456567, 1
1.45658025, 0
1.456593375, 1
1.4566066875, 0
1.4566198125, 1
1.4566330625, 0
1.4566461875, 1
1.4566595, 0
1.456672625, 1
1.456685875, 0
1.4566990625, 1
1.4567123125, 0
1.4567254375, 1
1.4567386875, 0
1.456751875, 1
1.456765125, 0
1.45677825, 1
1.4567915625, 0
1.4568046875, 1
1.4568179375, 0
1.4572615625, 1
1.4572748125, 0
1.4572879375, 1
1.45730125, 0
1.457314375, 1
1.457327625, 0
1.45734075, 1
1.4573540625, 0
1.4573671875, 1
1.4573804375, 0
1.457393625, 1
1.457406875, 0
1.45742, 1
1.4574333125, 0
1.4574464375, 1
1.4574596875, 0
1.4574728125, 1
1.457486125, 0
1.45749925, 1
1.4575125, 0
1.4575256875, 1
1.4575389375, 0
1.4575520625, 1
1.4575653125, 0
1.4575785, 1
1.45759175, 0
1.457604875, 1
1.4576181875, 0
1.4576313125, 1
1.4576445625, 0
1.4576576875, 1
1.457671, 0
1.457684125, 1
1.457697375, 0
1.4577105, 1
